"Index","SPFB.SI.Open","SPFB.SI.High","SPFB.SI.Low","SPFB.SI.Close","SPFB.SI.Volume"
2015-09-28 15:15:00,67280,67296,67216,67287,22173
2015-09-28 15:30:00,67287,67408,67275,67368,76924
2015-09-28 15:45:00,67369,67400,67258,67291,80420
2015-09-28 16:00:00,67290,67364,67288,67345,37486
2015-09-28 16:15:00,67343,67398,67310,67363,33220
2015-09-28 16:30:00,67363,67399,67257,67281,50901
2015-09-28 16:45:00,67280,67360,67203,67215,68494
2015-09-28 17:00:00,67213,67241,67094,67126,97202
2015-09-28 17:15:00,67127,67193,66990,67027,123653
2015-09-28 17:30:00,67027,67200,67007,67172,85009
2015-09-28 17:45:00,67171,67258,67170,67239,61772
2015-09-28 18:00:00,67236,67310,67236,67256,56844
2015-09-28 18:15:00,67257,67314,67221,67312,49695
2015-09-28 18:30:00,67310,67326,67187,67220,45317
2015-09-28 19:00:00,67220,67289,67151,67270,23140
2015-09-28 19:15:00,67269,67591,67269,67541,117999
2015-09-28 19:30:00,67542,67690,67507,67661,89630
2015-09-28 19:45:00,67662,67696,67622,67680,48354
2015-09-28 20:00:00,67680,67799,67677,67739,56719
2015-09-28 20:15:00,67737,67759,67626,67635,32063
2015-09-28 20:30:00,67634,67655,67560,67615,30894
2015-09-28 20:45:00,67615,67719,67600,67675,14954
2015-09-28 21:00:00,67675,67734,67671,67692,15321
2015-09-28 21:15:00,67698,67730,67668,67703,12876
2015-09-28 21:30:00,67702,67718,67646,67648,9328
2015-09-28 21:45:00,67648,67685,67626,67671,8838
2015-09-28 22:00:00,67666,67729,67666,67703,10681
2015-09-28 22:15:00,67703,67712,67667,67705,6466
2015-09-28 22:30:00,67705,67710,67638,67658,7765
2015-09-28 22:45:00,67658,67700,67649,67682,7315
2015-09-28 23:00:00,67682,67771,67671,67750,15440
2015-09-28 23:15:00,67752,67761,67719,67725,5686
2015-09-28 23:30:00,67725,67746,67645,67690,17206
2015-09-28 23:45:00,67694,67698,67655,67666,5151
2015-09-29 10:00:00,67661,67960,67640,67871,198901
2015-09-29 10:15:00,67870,67878,67756,67786,98711
2015-09-29 10:30:00,67787,67811,67730,67809,52546
2015-09-29 10:45:00,67809,67936,67799,67913,93505
2015-09-29 11:00:00,67917,67939,67840,67845,89734
2015-09-29 11:15:00,67845,67858,67758,67770,59912
2015-09-29 11:30:00,67770,67789,67687,67716,61682
2015-09-29 11:45:00,67714,67777,67676,67769,51471
2015-09-29 12:00:00,67769,67811,67730,67803,62611
2015-09-29 12:15:00,67802,67809,67727,67751,29591
2015-09-29 12:30:00,67751,67759,67675,67680,36312
2015-09-29 12:45:00,67680,67748,67649,67735,52168
2015-09-29 13:00:00,67732,67740,67653,67676,44993
2015-09-29 13:15:00,67674,67765,67667,67758,22651
2015-09-29 13:30:00,67754,67782,67748,67755,19652
2015-09-29 13:45:00,67755,67776,67697,67708,30322
2015-09-29 14:00:00,67715,67739,67669,67708,33329
2015-09-29 14:15:00,67706,67727,67675,67682,24918
2015-09-29 14:30:00,67682,67691,67348,67354,180020
2015-09-29 14:45:00,67352,67354,67200,67329,175306
2015-09-29 15:00:00,67329,67331,67082,67107,167434
2015-09-29 15:15:00,67106,67295,67082,67272,112523
2015-09-29 15:30:00,67269,67319,67240,67267,57208
2015-09-29 15:45:00,67264,67301,67220,67237,47108
2015-09-29 16:00:00,67237,67447,67215,67398,145905
2015-09-29 16:15:00,67398,67449,67362,67413,62859
2015-09-29 16:30:00,67414,67472,67327,67465,65557
2015-09-29 16:45:00,67465,67505,67249,67343,99120
2015-09-29 17:00:00,67343,67355,67233,67233,58754
2015-09-29 17:15:00,67235,67255,67130,67160,75687
2015-09-29 17:30:00,67159,67215,67044,67205,106621
2015-09-29 17:45:00,67203,67243,67137,67158,55218
2015-09-29 18:00:00,67155,67195,67091,67171,85335
2015-09-29 18:15:00,67168,67212,67112,67116,45305
2015-09-29 18:30:00,67118,67122,66937,67029,85806
2015-09-29 19:00:00,67055,67172,67055,67148,30026
2015-09-29 19:15:00,67144,67153,67048,67069,16379
2015-09-29 19:30:00,67066,67124,67040,67100,16855
2015-09-29 19:45:00,67100,67148,67090,67125,16222
2015-09-29 20:00:00,67125,67153,67100,67108,10703
2015-09-29 20:15:00,67104,67129,67050,67054,12429
2015-09-29 20:30:00,67059,67062,66959,66967,22798
2015-09-29 20:45:00,66967,66997,66956,66991,11206
2015-09-29 21:00:00,66991,67124,66982,67094,21929
2015-09-29 21:15:00,67093,67165,67089,67108,24563
2015-09-29 21:30:00,67107,67132,67082,67119,6883
2015-09-29 21:45:00,67117,67208,67094,67170,17374
2015-09-29 22:00:00,67173,67187,67095,67106,11599
2015-09-29 22:15:00,67105,67176,67075,67150,13402
2015-09-29 22:30:00,67150,67151,67115,67134,6849
2015-09-29 22:45:00,67131,67141,67082,67121,13954
2015-09-29 23:00:00,67116,67140,67099,67115,6033
2015-09-29 23:15:00,67115,67176,67115,67175,12328
2015-09-29 23:30:00,67173,67315,67173,67286,38139
2015-09-29 23:45:00,67286,67296,67269,67270,5816
2015-09-30 10:00:00,67268,67438,66900,67350,216317
2015-09-30 10:15:00,67352,67386,67272,67307,91079
2015-09-30 10:30:00,67306,67318,67162,67277,78609
2015-09-30 10:45:00,67275,67358,67207,67273,80088
2015-09-30 11:00:00,67273,67303,67171,67194,63103
2015-09-30 11:15:00,67193,67227,67131,67137,59692
2015-09-30 11:30:00,67136,67248,67128,67218,49551
2015-09-30 11:45:00,67215,67223,67055,67073,67652
2015-09-30 12:00:00,67072,67115,67029,67050,45464
2015-09-30 12:15:00,67050,67056,66823,66855,201914
2015-09-30 12:30:00,66853,66949,66805,66919,105764
2015-09-30 12:45:00,66922,67024,66894,66916,70073
2015-09-30 13:00:00,66915,66984,66838,66980,38052
2015-09-30 13:15:00,66978,67064,66967,66991,47916
2015-09-30 13:30:00,66992,67010,66925,66958,31182
2015-09-30 13:45:00,66954,67035,66951,66994,26747
2015-09-30 14:00:00,66995,67005,66966,66979,15289
2015-09-30 14:15:00,66979,67005,66955,66987,26005
2015-09-30 14:30:00,66989,66994,66850,66887,64921
2015-09-30 14:45:00,66885,66889,66728,66789,114776
2015-09-30 15:00:00,66789,66900,66760,66866,70264
2015-09-30 15:15:00,66862,66965,66857,66909,80764
2015-09-30 15:30:00,66909,66957,66845,66886,41248
2015-09-30 15:45:00,66886,67127,66867,67117,102076
2015-09-30 16:00:00,67119,67184,66971,67083,131772
2015-09-30 16:15:00,67083,67142,67069,67090,41480
2015-09-30 16:30:00,67090,67162,66989,67107,109114
2015-09-30 16:45:00,67103,67106,66951,66976,88950
2015-09-30 17:00:00,66976,66998,66741,66896,157854
2015-09-30 17:15:00,66898,67166,66885,67160,142168
2015-09-30 17:30:00,67163,67686,67150,67254,657119
2015-09-30 17:45:00,67252,67336,67110,67110,141465
2015-09-30 18:00:00,67110,67252,67080,67180,122679
2015-09-30 18:15:00,67179,67238,67176,67215,71214
2015-09-30 18:30:00,67214,67218,66953,67060,95983
2015-09-30 19:00:00,67033,67141,66908,67080,48986
2015-09-30 19:15:00,67080,67091,66933,66985,37732
2015-09-30 19:30:00,66984,67090,66959,67088,14380
2015-09-30 19:45:00,67086,67153,67052,67084,28752
2015-09-30 20:00:00,67087,67169,67084,67122,25793
2015-09-30 20:15:00,67124,67135,67010,67056,20769
2015-09-30 20:30:00,67054,67055,66935,66964,17612
2015-09-30 20:45:00,66966,67016,66920,66966,18959
2015-09-30 21:00:00,66966,67120,66953,67035,26643
2015-09-30 21:15:00,67035,67087,66950,67027,23918
2015-09-30 21:30:00,67031,67057,66982,66997,9015
2015-09-30 21:45:00,66996,67014,66962,66969,8405
2015-09-30 22:00:00,66966,67049,66956,67031,11535
2015-09-30 22:15:00,67029,67035,66970,66980,8853
2015-09-30 22:30:00,66980,66989,66940,66954,8092
2015-09-30 22:45:00,66957,66963,66860,66907,29790
2015-09-30 23:00:00,66906,66946,66872,66929,15312
2015-09-30 23:15:00,66933,67054,66909,67006,16224
2015-09-30 23:30:00,67008,67033,66942,66965,17692
2015-09-30 23:45:00,66967,67005,66951,66952,5977
2015-10-01 10:00:00,66945,66945,66242,66344,293313
2015-10-01 10:15:00,66343,66545,66327,66479,134296
2015-10-01 10:30:00,66479,66540,66448,66527,60083
2015-10-01 10:45:00,66525,66570,66499,66564,73426
2015-10-01 11:00:00,66568,66723,66513,66687,142998
2015-10-01 11:15:00,66688,66774,66687,66733,145046
2015-10-01 11:30:00,66735,66825,66711,66715,115987
2015-10-01 11:45:00,66718,66736,66585,66587,106681
2015-10-01 12:00:00,66586,66694,66571,66673,60735
2015-10-01 12:15:00,66671,66690,66600,66635,54868
2015-10-01 12:30:00,66635,66667,66528,66665,100408
2015-10-01 12:45:00,66664,66677,66624,66664,36662
2015-10-01 13:00:00,66667,66794,66636,66755,61968
2015-10-01 13:15:00,66755,66815,66706,66785,73035
2015-10-01 13:30:00,66789,66809,66688,66741,70596
2015-10-01 13:45:00,66741,66807,66721,66794,29766
2015-10-01 14:00:00,66793,66845,66780,66818,36847
2015-10-01 14:15:00,66816,66887,66756,66864,60310
2015-10-01 14:30:00,66864,66951,66859,66915,79665
2015-10-01 14:45:00,66915,67050,66881,67031,81241
2015-10-01 15:00:00,67032,67081,66988,67033,73472
2015-10-01 15:15:00,67035,67149,67004,67107,111056
2015-10-01 15:30:00,67108,67120,67037,67047,46585
2015-10-01 15:45:00,67045,67100,67015,67046,47970
2015-10-01 16:00:00,67050,67075,66858,66892,119368
2015-10-01 16:15:00,66892,66904,66681,66739,135680
2015-10-01 16:30:00,66739,66818,66660,66737,98457
2015-10-01 16:45:00,66736,66782,66677,66728,50886
2015-10-01 17:00:00,66728,66780,66641,66703,108797
2015-10-01 17:15:00,66704,66737,66575,66625,155005
2015-10-01 17:30:00,66626,66811,66600,66767,100267
2015-10-01 17:45:00,66767,67111,66736,67080,189808
2015-10-01 18:00:00,67077,67129,66968,67032,133421
2015-10-01 18:15:00,67033,67113,67024,67030,87978
2015-10-01 18:30:00,67031,67157,67003,67088,120097
2015-10-01 19:00:00,67135,67318,67125,67268,85289
2015-10-01 19:15:00,67270,67348,67175,67206,45230
2015-10-01 19:30:00,67210,67290,67169,67175,29310
2015-10-01 19:45:00,67174,67247,67165,67227,13923
2015-10-01 20:00:00,67234,67265,67200,67253,9815
2015-10-01 20:15:00,67257,67273,67176,67195,16798
2015-10-01 20:30:00,67194,67240,67135,67237,19989
2015-10-01 20:45:00,67237,67324,67193,67208,28469
2015-10-01 21:00:00,67205,67280,67190,67266,16497
2015-10-01 21:15:00,67271,67380,67230,67340,50665
2015-10-01 21:30:00,67343,67365,67270,67289,19304
2015-10-01 21:45:00,67291,67329,67271,67279,8543
2015-10-01 22:00:00,67276,67283,67246,67261,13475
2015-10-01 22:15:00,67263,67281,67247,67274,6762
2015-10-01 22:30:00,67274,67330,67273,67329,11001
2015-10-01 22:45:00,67329,67359,67304,67330,13386
2015-10-01 23:00:00,67330,67334,67269,67269,9541
2015-10-01 23:15:00,67268,67269,67208,67226,13486
2015-10-01 23:30:00,67227,67258,67190,67258,12472
2015-10-01 23:45:00,67257,67265,67199,67200,6142
2015-10-02 10:00:00,67189,67451,67100,67430,151931
2015-10-02 10:15:00,67430,67451,67329,67430,103890
2015-10-02 10:30:00,67430,67430,67308,67337,58028
2015-10-02 10:45:00,67335,67490,67307,67405,88313
2015-10-02 11:00:00,67409,67637,67406,67586,152395
2015-10-02 11:15:00,67585,67590,67513,67574,43912
2015-10-02 11:30:00,67577,67609,67508,67549,47143
2015-10-02 11:45:00,67549,67591,67492,67507,40483
2015-10-02 12:00:00,67506,67620,67497,67620,48905
2015-10-02 12:15:00,67620,67642,67547,67558,38049
2015-10-02 12:30:00,67558,67634,67541,67596,30230
2015-10-02 12:45:00,67600,67639,67581,67632,27365
2015-10-02 13:00:00,67631,67668,67608,67627,54521
2015-10-02 13:15:00,67629,67845,67562,67813,127033
2015-10-02 13:30:00,67815,68011,67814,67928,186545
2015-10-02 13:45:00,67928,67950,67847,67853,83759
2015-10-02 14:00:00,67853,67953,67853,67933,49957
2015-10-02 14:15:00,67932,67938,67870,67887,28455
2015-10-02 14:30:00,67887,67898,67825,67827,101100
2015-10-02 14:45:00,67827,67946,67777,67914,188808
2015-10-02 15:00:00,67915,67928,67875,67886,62712
2015-10-02 15:15:00,67888,67917,67729,67771,67195
2015-10-02 15:30:00,67772,67871,67621,67720,246928
2015-10-02 15:45:00,67720,68150,67711,68112,213964
2015-10-02 16:00:00,68115,68198,67931,68028,212229
2015-10-02 16:15:00,68027,68180,68019,68144,111050
2015-10-02 16:30:00,68141,68168,67977,68007,94974
2015-10-02 16:45:00,68007,68020,67866,67913,115509
2015-10-02 17:00:00,67912,67989,67896,67925,74683
2015-10-02 17:15:00,67926,67942,67795,67900,77888
2015-10-02 17:30:00,67899,67959,67771,67787,63160
2015-10-02 17:45:00,67784,67880,67715,67859,60936
2015-10-02 18:00:00,67858,67880,67726,67816,45004
2015-10-02 18:15:00,67813,67950,67798,67841,57453
2015-10-02 18:30:00,67842,67909,67812,67880,31424
2015-10-02 19:00:00,67895,67948,67757,67796,40970
2015-10-02 19:15:00,67795,67810,67675,67751,53649
2015-10-02 19:30:00,67752,67765,67654,67725,23860
2015-10-02 19:45:00,67725,67732,67613,67633,38955
2015-10-02 20:00:00,67633,67660,67488,67563,113099
2015-10-02 20:15:00,67564,67689,67530,67639,34740
2015-10-02 20:30:00,67639,67678,67590,67628,25365
2015-10-02 20:45:00,67629,67647,67533,67593,29545
2015-10-02 21:00:00,67592,67624,67536,67568,25967
2015-10-02 21:15:00,67561,67572,67464,67525,35497
2015-10-02 21:30:00,67528,67583,67510,67580,11971
2015-10-02 21:45:00,67579,67622,67549,67581,14775
2015-10-02 22:00:00,67583,67584,67530,67531,7633
2015-10-02 22:15:00,67531,67531,67471,67505,22462
2015-10-02 22:30:00,67505,67525,67473,67520,12833
2015-10-02 22:45:00,67514,67586,67480,67560,21657
2015-10-02 23:00:00,67564,67616,67505,67562,30450
2015-10-02 23:15:00,67562,67567,67510,67515,7170
2015-10-02 23:30:00,67515,67530,67455,67485,26051
2015-10-02 23:45:00,67480,67495,67460,67460,6189
2015-10-05 10:00:00,67460,67460,66926,67152,227658
2015-10-05 10:15:00,67153,67192,67044,67056,95088
2015-10-05 10:30:00,67058,67209,67050,67165,66554
2015-10-05 10:45:00,67165,67188,67058,67076,67620
2015-10-05 11:00:00,67076,67077,66900,66920,193916
2015-10-05 11:15:00,66919,66978,66902,66964,61174
2015-10-05 11:30:00,66966,66970,66755,66925,135023
2015-10-05 11:45:00,66927,67003,66896,66965,40919
2015-10-05 12:00:00,66965,66967,66865,66896,54991
2015-10-05 12:15:00,66896,66905,66784,66839,52871
2015-10-05 12:30:00,66840,66840,66758,66761,37202
2015-10-05 12:45:00,66761,66790,66634,66635,89257
2015-10-05 13:00:00,66635,66655,66455,66500,152201
2015-10-05 13:15:00,66497,66604,66489,66568,64595
2015-10-05 13:30:00,66568,66592,66525,66588,37549
2015-10-05 13:45:00,66588,66640,66562,66585,37424
2015-10-05 14:00:00,66587,66611,66547,66574,34815
2015-10-05 14:15:00,66572,66665,66561,66649,31813
2015-10-05 14:30:00,66647,66664,66590,66591,37295
2015-10-05 14:45:00,66595,66612,66477,66498,108891
2015-10-05 15:00:00,66499,66530,66491,66505,65198
2015-10-05 15:15:00,66505,66515,66462,66486,54707
2015-10-05 15:30:00,66486,66518,66464,66515,63960
2015-10-05 15:45:00,66515,66656,66505,66585,124431
2015-10-05 16:00:00,66585,66585,66325,66328,175537
2015-10-05 16:15:00,66329,66411,66314,66401,70857
2015-10-05 16:30:00,66399,66401,66251,66350,78665
2015-10-05 16:45:00,66351,66390,66301,66363,49385
2015-10-05 17:00:00,66360,66447,66167,66204,141129
2015-10-05 17:15:00,66202,66202,66045,66114,222537
2015-10-05 17:30:00,66113,66179,66070,66162,141941
2015-10-05 17:45:00,66162,66236,66010,66044,176667
2015-10-05 18:00:00,66044,66116,65963,66056,90998
2015-10-05 18:15:00,66055,66128,65926,65934,99227
2015-10-05 18:30:00,65930,66031,65915,66000,66355
2015-10-05 19:00:00,65989,66238,65962,66225,54523
2015-10-05 19:15:00,66225,66346,66142,66346,58193
2015-10-05 19:30:00,66343,66374,66202,66233,40118
2015-10-05 19:45:00,66236,66236,66162,66217,18659
2015-10-05 20:00:00,66219,66333,66205,66290,28021
2015-10-05 20:15:00,66295,66338,66239,66304,24768
2015-10-05 20:30:00,66309,66321,66217,66239,13194
2015-10-05 20:45:00,66236,66286,66205,66240,17502
2015-10-05 21:00:00,66242,66307,66215,66255,19509
2015-10-05 21:15:00,66257,66278,66175,66215,22249
2015-10-05 21:30:00,66215,66227,66094,66103,17614
2015-10-05 21:45:00,66101,66140,66029,66107,17748
2015-10-05 22:00:00,66107,66122,66071,66084,7535
2015-10-05 22:15:00,66079,66090,66012,66046,10966
2015-10-05 22:30:00,66046,66111,66026,66097,13012
2015-10-05 22:45:00,66095,66135,66084,66130,12941
2015-10-05 23:00:00,66130,66222,66109,66219,14164
2015-10-05 23:15:00,66220,66277,66202,66225,16479
2015-10-05 23:30:00,66224,66247,66177,66182,11156
2015-10-05 23:45:00,66181,66192,66121,66180,6907
2015-10-06 10:00:00,66193,66579,66053,66436,193979
2015-10-06 10:15:00,66437,66560,66436,66538,103240
2015-10-06 10:30:00,66538,66634,66536,66565,93634
2015-10-06 10:45:00,66565,66656,66565,66597,111792
2015-10-06 11:00:00,66597,66608,66385,66404,89522
2015-10-06 11:15:00,66404,66425,66289,66343,120037
2015-10-06 11:30:00,66339,66355,66182,66190,117020
2015-10-06 11:45:00,66190,66333,66182,66308,81316
2015-10-06 12:00:00,66308,66347,66252,66306,43761
2015-10-06 12:15:00,66307,66323,66234,66276,48743
2015-10-06 12:30:00,66270,66358,66255,66330,39194
2015-10-06 12:45:00,66328,66463,66303,66457,60713
2015-10-06 13:00:00,66455,66484,66412,66442,45360
2015-10-06 13:15:00,66442,66444,66383,66437,33776
2015-10-06 13:30:00,66437,66445,66280,66296,64915
2015-10-06 13:45:00,66295,66370,66286,66370,39899
2015-10-06 14:00:00,66362,66457,66312,66404,46053
2015-10-06 14:15:00,66404,66434,66350,66372,43753
2015-10-06 14:30:00,66372,66431,66343,66383,39808
2015-10-06 14:45:00,66383,66417,66354,66360,33319
2015-10-06 15:00:00,66360,66369,66104,66121,108698
2015-10-06 15:15:00,66120,66239,66107,66183,84252
2015-10-06 15:30:00,66182,66218,65968,66008,140774
2015-10-06 15:45:00,66010,66044,65881,65917,106683
2015-10-06 16:00:00,65918,65937,65823,65930,128790
2015-10-06 16:15:00,65930,65934,65650,65780,173096
2015-10-06 16:30:00,65779,65800,65401,65430,224965
2015-10-06 16:45:00,65430,65460,65143,65150,287661
2015-10-06 17:00:00,65148,65495,65077,65397,219986
2015-10-06 17:15:00,65392,65507,65260,65296,117438
2015-10-06 17:30:00,65297,65363,65052,65057,151299
2015-10-06 17:45:00,65059,65143,64942,65091,197127
2015-10-06 18:00:00,65087,65148,64870,65074,191131
2015-10-06 18:15:00,65072,65107,64875,64956,118582
2015-10-06 18:30:00,64956,65038,64807,64988,111053
2015-10-06 19:00:00,64995,65000,64861,64870,52912
2015-10-06 19:15:00,64870,64993,64870,64923,26604
2015-10-06 19:30:00,64916,65014,64890,65007,30881
2015-10-06 19:45:00,65005,65026,64868,64873,29817
2015-10-06 20:00:00,64873,65024,64867,64963,27867
2015-10-06 20:15:00,64963,65018,64927,65011,15901
2015-10-06 20:30:00,65011,65090,65001,65018,29028
2015-10-06 20:45:00,65018,65108,64978,65104,23904
2015-10-06 21:00:00,65104,65115,64937,64950,27903
2015-10-06 21:15:00,64948,64969,64770,64816,55404
2015-10-06 21:30:00,64817,64880,64800,64847,15030
2015-10-06 21:45:00,64848,64848,64775,64791,21693
2015-10-06 22:00:00,64787,64882,64778,64863,17031
2015-10-06 22:15:00,64861,64863,64761,64785,24430
2015-10-06 22:30:00,64784,64820,64753,64811,15424
2015-10-06 22:45:00,64813,64820,64782,64792,7054
2015-10-06 23:00:00,64792,64825,64776,64795,12339
2015-10-06 23:15:00,64793,64814,64778,64791,12414
2015-10-06 23:30:00,64792,64797,64680,64721,38925
2015-10-06 23:45:00,64722,64739,64620,64656,7887
2015-10-07 10:00:00,64620,64620,64223,64478,255844
2015-10-07 10:15:00,64479,64594,64250,64298,162892
2015-10-07 10:30:00,64298,64374,63757,63795,308095
2015-10-07 10:45:00,63793,64047,63787,63950,163563
2015-10-07 11:00:00,63944,63985,63571,63593,232431
2015-10-07 11:15:00,63592,63618,63340,63525,230369
2015-10-07 11:30:00,63525,63612,63489,63598,82676
2015-10-07 11:45:00,63598,63745,63592,63615,114167
2015-10-07 12:00:00,63615,63680,63521,63659,73172
2015-10-07 12:15:00,63657,63739,63617,63725,48554
2015-10-07 12:30:00,63727,63737,63547,63600,85569
2015-10-07 12:45:00,63595,63625,63410,63473,106614
2015-10-07 13:00:00,63473,63591,63439,63570,89627
2015-10-07 13:15:00,63573,63680,63551,63552,63549
2015-10-07 13:30:00,63553,63587,63497,63513,32764
2015-10-07 13:45:00,63515,63524,63273,63371,148410
2015-10-07 14:00:00,63370,63370,63212,63215,86886
2015-10-07 14:15:00,63215,63285,63123,63182,108574
2015-10-07 14:30:00,63178,63252,63165,63205,68000
2015-10-07 14:45:00,63209,63449,63167,63380,109004
2015-10-07 15:00:00,63375,63477,63280,63359,86570
2015-10-07 15:15:00,63356,63402,63261,63302,45730
2015-10-07 15:30:00,63302,63454,63292,63387,74919
2015-10-07 15:45:00,63388,63579,63367,63530,75263
2015-10-07 16:00:00,63529,63645,63464,63492,108875
2015-10-07 16:15:00,63492,63513,63377,63403,81348
2015-10-07 16:30:00,63404,63488,63224,63247,103667
2015-10-07 16:45:00,63249,63332,63100,63211,144053
2015-10-07 17:00:00,63207,63352,63167,63183,110341
2015-10-07 17:15:00,63178,63300,63115,63273,106042
2015-10-07 17:30:00,63273,63948,63273,63871,467961
2015-10-07 17:45:00,63872,63911,63664,63726,233105
2015-10-07 18:00:00,63730,63963,63719,63859,163323
2015-10-07 18:15:00,63855,64070,63772,64022,161371
2015-10-07 18:30:00,64022,64180,63990,64143,145547
2015-10-07 19:00:00,64143,64143,63683,63719,117854
2015-10-07 19:15:00,63724,63829,63601,63795,74845
2015-10-07 19:30:00,63800,63926,63722,63832,52113
2015-10-07 19:45:00,63831,63926,63785,63918,27073
2015-10-07 20:00:00,63918,63967,63821,63822,30912
2015-10-07 20:15:00,63827,63889,63765,63813,27242
2015-10-07 20:30:00,63812,63867,63745,63807,23319
2015-10-07 20:45:00,63807,64005,63806,63988,36462
2015-10-07 21:00:00,63988,64035,63887,64020,44622
2015-10-07 21:15:00,64019,64148,63966,64134,64300
2015-10-07 21:30:00,64133,64146,64057,64088,33230
2015-10-07 21:45:00,64088,64160,64080,64145,24840
2015-10-07 22:00:00,64145,64177,64093,64107,15252
2015-10-07 22:15:00,64108,64130,64081,64093,12267
2015-10-07 22:30:00,64095,64101,63924,63932,18344
2015-10-07 22:45:00,63933,63966,63750,63750,47661
2015-10-07 23:00:00,63750,64056,63706,64016,45939
2015-10-07 23:15:00,64011,64099,64002,64020,21058
2015-10-07 23:30:00,64025,64067,63979,63983,14612
2015-10-07 23:45:00,63982,63994,63908,63937,15589
2015-10-08 10:00:00,63927,63986,63485,63708,242197
2015-10-08 10:15:00,63705,63780,63560,63567,88515
2015-10-08 10:30:00,63567,63662,63544,63584,118986
2015-10-08 10:45:00,63587,63590,63427,63521,149289
2015-10-08 11:00:00,63521,63537,63380,63396,113315
2015-10-08 11:15:00,63396,63451,63330,63365,122477
2015-10-08 11:30:00,63366,63454,63300,63435,80628
2015-10-08 11:45:00,63436,63488,63413,63446,82265
2015-10-08 12:00:00,63447,63555,63425,63529,98976
2015-10-08 12:15:00,63531,63616,63450,63553,82234
2015-10-08 12:30:00,63554,63600,63488,63541,58860
2015-10-08 12:45:00,63537,63694,63500,63679,64468
2015-10-08 13:00:00,63679,63832,63633,63690,113463
2015-10-08 13:15:00,63689,63800,63613,63784,44374
2015-10-08 13:30:00,63784,63967,63724,63882,89539
2015-10-08 13:45:00,63886,63896,63776,63860,37531
2015-10-08 14:00:00,63860,63870,63735,63764,41934
2015-10-08 14:15:00,63763,63783,63593,63676,68901
2015-10-08 14:30:00,63675,63714,63572,63677,65269
2015-10-08 14:45:00,63674,63712,63663,63684,25744
2015-10-08 15:00:00,63682,63810,63667,63758,49518
2015-10-08 15:15:00,63758,63772,63685,63708,43519
2015-10-08 15:30:00,63704,63848,63621,63693,138412
2015-10-08 15:45:00,63693,63731,63593,63634,64497
2015-10-08 16:00:00,63635,63816,63550,63691,115476
2015-10-08 16:15:00,63696,63702,63379,63438,137049
2015-10-08 16:30:00,63437,63486,63288,63335,161468
2015-10-08 16:45:00,63335,63694,63320,63658,94603
2015-10-08 17:00:00,63660,63700,63506,63531,92940
2015-10-08 17:15:00,63533,63766,63525,63683,84087
2015-10-08 17:30:00,63683,63698,63525,63554,66209
2015-10-08 17:45:00,63555,63592,63474,63538,73307
2015-10-08 18:00:00,63538,63595,63374,63425,98198
2015-10-08 18:15:00,63425,63472,63206,63261,139379
2015-10-08 18:30:00,63260,63433,63225,63365,87581
2015-10-08 19:00:00,63305,63305,63065,63172,93093
2015-10-08 19:15:00,63177,63178,63027,63136,70794
2015-10-08 19:30:00,63135,63199,63041,63110,45376
2015-10-08 19:45:00,63108,63230,63083,63127,40195
2015-10-08 20:00:00,63123,63139,63057,63070,17704
2015-10-08 20:15:00,63070,63090,62881,62956,56528
2015-10-08 20:30:00,62956,62966,62815,62844,49855
2015-10-08 20:45:00,62846,62947,62838,62891,32241
2015-10-08 21:00:00,62896,63030,62725,62778,89883
2015-10-08 21:15:00,62778,62883,62613,62872,109938
2015-10-08 21:30:00,62872,62939,62720,62742,42185
2015-10-08 21:45:00,62746,62819,62717,62761,21475
2015-10-08 22:00:00,62760,62784,62684,62714,23376
2015-10-08 22:15:00,62716,62721,62539,62551,40291
2015-10-08 22:30:00,62552,62693,62517,62656,31421
2015-10-08 22:45:00,62659,62665,62553,62594,18213
2015-10-08 23:00:00,62591,62620,62533,62570,13803
2015-10-08 23:15:00,62565,62594,62500,62532,18277
2015-10-08 23:30:00,62531,62590,62511,62533,22642
2015-10-08 23:45:00,62538,62608,62536,62583,6951
2015-10-09 10:00:00,62610,62610,62169,62392,258846
2015-10-09 10:15:00,62391,62580,62357,62382,177743
2015-10-09 10:30:00,62382,62497,62333,62441,99348
2015-10-09 10:45:00,62441,62500,62371,62478,96932
2015-10-09 11:00:00,62477,62756,62456,62748,168439
2015-10-09 11:15:00,62747,62917,62648,62859,106129
2015-10-09 11:30:00,62856,62882,62652,62678,86445
2015-10-09 11:45:00,62679,62761,62661,62710,47707
2015-10-09 12:00:00,62709,62836,62693,62752,66874
2015-10-09 12:15:00,62752,62782,62633,62647,83335
2015-10-09 12:30:00,62646,62707,62607,62669,69363
2015-10-09 12:45:00,62674,62720,62546,62596,68919
2015-10-09 13:00:00,62596,62620,62428,62462,80177
2015-10-09 13:15:00,62462,62506,62320,62388,103831
2015-10-09 13:30:00,62389,62401,62155,62178,145621
2015-10-09 13:45:00,62176,62199,62000,62070,211213
2015-10-09 14:00:00,62076,62334,62076,62159,142560
2015-10-09 14:15:00,62158,62187,61957,62020,124022
2015-10-09 14:30:00,62020,62285,62004,62284,103697
2015-10-09 14:45:00,62285,62294,62099,62122,81064
2015-10-09 15:00:00,62119,62215,61995,62200,126321
2015-10-09 15:15:00,62200,62244,62027,62125,96650
2015-10-09 15:30:00,62124,62260,62078,62117,118823
