"Index","SPFB.RTS.Open","SPFB.RTS.High","SPFB.RTS.Low","SPFB.RTS.Close","SPFB.RTS.Volume"
2015-10-28 12:00:00,83790,83980,83680,83710,21720
2015-10-28 12:15:00,83710,83740,83490,83680,15558
2015-10-28 12:30:00,83690,83740,83400,83500,9929
2015-10-28 12:45:00,83510,83660,83500,83500,10312
2015-10-28 13:00:00,83500,83560,83210,83280,18755
2015-10-28 13:15:00,83270,83520,83150,83160,19747
2015-10-28 13:30:00,83160,83390,83120,83290,11685
2015-10-28 13:45:00,83290,83660,83270,83500,12561
2015-10-28 14:00:00,83500,83920,83490,83810,16377
2015-10-28 14:15:00,83820,83910,83600,83690,12862
2015-10-28 14:30:00,83700,83810,83580,83740,6879
2015-10-28 14:45:00,83740,83830,83390,83420,12479
2015-10-28 15:00:00,83420,83470,83260,83390,15041
2015-10-28 15:15:00,83400,83400,83050,83220,16985
2015-10-28 15:30:00,83230,83310,83060,83180,10658
2015-10-28 15:45:00,83160,83460,83160,83420,14141
2015-10-28 16:00:00,83410,83710,83390,83670,20792
2015-10-28 16:15:00,83670,84160,83670,84130,27546
2015-10-28 16:30:00,84140,84280,83780,83950,28595
2015-10-28 16:45:00,83960,84400,83810,84380,24453
2015-10-28 17:00:00,84380,84710,84300,84360,58182
2015-10-28 17:15:00,84360,84640,84280,84600,21253
2015-10-28 17:30:00,84590,85280,84540,85070,63984
2015-10-28 17:45:00,85080,85540,84970,85520,49911
2015-10-28 18:00:00,85530,85820,85280,85300,42595
2015-10-28 18:15:00,85310,85400,85120,85290,25077
2015-10-28 18:30:00,85290,85440,85090,85430,17025
2015-10-28 19:00:00,85290,85490,85250,85430,10523
2015-10-28 19:15:00,85450,85550,85280,85430,6193
2015-10-28 19:30:00,85440,85650,85370,85640,5266
2015-10-28 19:45:00,85640,85770,85600,85690,5310
2015-10-28 20:00:00,85700,86280,85680,86020,19056
2015-10-28 20:15:00,86030,86290,86020,86110,6314
2015-10-28 20:30:00,86120,86160,85930,86050,5873
2015-10-28 20:45:00,86050,86170,85950,86110,5144
2015-10-28 21:00:00,86110,86180,84510,84670,72820
2015-10-28 21:15:00,84650,84910,84350,84750,30956
2015-10-28 21:30:00,84760,84790,84250,84420,22469
2015-10-28 21:45:00,84420,84440,84060,84140,18043
2015-10-28 22:00:00,84140,84540,84120,84460,11601
2015-10-28 22:15:00,84470,84690,84430,84650,8762
2015-10-28 22:30:00,84660,85020,84660,84830,13483
2015-10-28 22:45:00,84830,85210,84830,85120,13644
2015-10-28 23:00:00,85140,85480,85030,85410,12263
2015-10-28 23:15:00,85410,85550,85270,85510,6348
2015-10-28 23:30:00,85500,85540,85200,85310,6576
2015-10-28 23:45:00,85320,85320,85180,85300,2072
2015-10-29 10:00:00,85170,85170,84510,84710,32526
2015-10-29 10:15:00,84700,84710,84410,84610,18724
2015-10-29 10:30:00,84620,84950,84600,84890,18756
2015-10-29 10:45:00,84880,85040,84470,84750,24853
2015-10-29 11:00:00,84760,84780,83820,83860,47171
2015-10-29 11:15:00,83850,84080,83610,83640,25751
2015-10-29 11:30:00,83630,83730,83390,83660,30903
2015-10-29 11:45:00,83660,83720,83290,83350,22039
2015-10-29 12:00:00,83350,83770,83260,83590,27189
2015-10-29 12:15:00,83590,83830,83490,83660,17075
2015-10-29 12:30:00,83650,84000,83580,83990,18064
2015-10-29 12:45:00,83980,84390,83860,83930,34585
2015-10-29 13:00:00,83930,83980,83580,83670,26491
2015-10-29 13:15:00,83680,83870,83660,83800,12344
2015-10-29 13:30:00,83800,84260,83660,84110,20490
2015-10-29 13:45:00,84110,84240,83660,83670,19430
2015-10-29 14:00:00,83690,83940,83690,83810,11180
2015-10-29 14:15:00,83800,83860,83550,83710,14818
2015-10-29 14:30:00,83710,83900,83590,83870,10490
2015-10-29 14:45:00,83880,84140,83760,83990,17259
2015-10-29 15:00:00,83990,84070,83670,83760,13737
2015-10-29 15:15:00,83760,83870,83610,83780,12985
2015-10-29 15:30:00,83770,84100,83490,83850,37770
2015-10-29 15:45:00,83840,84550,83790,84510,45129
2015-10-29 16:00:00,84510,84820,84330,84440,44187
2015-10-29 16:15:00,84420,84470,84010,84050,30052
2015-10-29 16:30:00,84050,84350,83910,84200,27564
2015-10-29 16:45:00,84200,84320,83870,84000,18112
2015-10-29 17:00:00,84000,84560,83620,84510,52734
2015-10-29 17:15:00,84520,84680,84240,84370,28127
2015-10-29 17:30:00,84380,84550,84030,84160,21730
2015-10-29 17:45:00,84160,84160,83590,83680,28184
2015-10-29 18:00:00,83670,83870,83520,83790,20574
2015-10-29 18:15:00,83790,83870,83600,83770,15813
2015-10-29 18:30:00,83770,84070,83770,83940,16533
2015-10-29 19:00:00,83930,84180,83820,84070,10916
2015-10-29 19:15:00,84060,84420,84010,84370,12585
2015-10-29 19:30:00,84370,84450,83970,83980,9366
2015-10-29 19:45:00,83990,84000,83680,83740,8864
2015-10-29 20:00:00,83730,84050,83650,83840,9187
2015-10-29 20:15:00,83830,84030,83740,83910,5042
2015-10-29 20:30:00,83910,84020,83640,83880,7794
2015-10-29 20:45:00,83880,83900,83630,83770,5476
2015-10-29 21:00:00,83770,83840,83530,83590,7789
2015-10-29 21:15:00,83600,83850,83550,83750,8821
2015-10-29 21:30:00,83760,83760,83580,83610,3513
2015-10-29 21:45:00,83610,83660,83420,83440,5790
2015-10-29 22:00:00,83430,83540,83340,83440,4964
2015-10-29 22:15:00,83450,83540,83340,83400,4200
2015-10-29 22:30:00,83400,83670,83390,83560,5197
2015-10-29 22:45:00,83550,83560,83470,83510,3182
2015-10-29 23:00:00,83500,83550,83420,83470,3198
2015-10-29 23:15:00,83470,83500,83390,83430,1543
2015-10-29 23:30:00,83430,83550,83400,83430,3853
2015-10-29 23:45:00,83430,83500,83390,83420,1660
2015-10-30 10:00:00,83430,83860,83350,83760,24310
2015-10-30 10:15:00,83760,83920,83660,83790,12311
2015-10-30 10:30:00,83790,83830,83070,83210,31628
2015-10-30 10:45:00,83220,83370,83150,83160,11650
2015-10-30 11:00:00,83160,83450,83030,83150,25283
2015-10-30 11:15:00,83140,83570,83070,83500,20342
2015-10-30 11:30:00,83500,83600,83320,83480,14702
2015-10-30 11:45:00,83480,83590,83250,83400,12993
2015-10-30 12:00:00,83390,84120,83350,84100,31328
2015-10-30 12:15:00,84100,84260,83900,84240,18702
2015-10-30 12:30:00,84240,84420,84090,84260,24702
2015-10-30 12:45:00,84260,84610,84150,84600,23013
2015-10-30 13:00:00,84610,84720,84310,84530,19960
2015-10-30 13:15:00,84530,84530,84260,84380,16042
2015-10-30 13:30:00,84380,84930,84220,84350,40999
2015-10-30 13:45:00,84340,84460,84160,84270,13113
2015-10-30 14:00:00,84290,84440,84230,84410,7897
2015-10-30 14:15:00,84410,84540,84030,84030,14432
2015-10-30 14:30:00,84030,84390,84020,84210,11684
2015-10-30 14:45:00,84220,84370,84090,84370,7476
2015-10-30 15:00:00,84370,84500,84230,84430,13982
2015-10-30 15:15:00,84440,84680,84300,84310,18228
2015-10-30 15:30:00,84310,84530,84150,84490,22031
2015-10-30 15:45:00,84490,84770,84430,84550,16301
2015-10-30 16:00:00,84560,84640,84360,84500,14727
2015-10-30 16:15:00,84510,84600,84330,84470,12728
2015-10-30 16:30:00,84460,84620,84270,84530,19372
2015-10-30 16:45:00,84540,84730,84250,84350,19725
2015-10-30 17:00:00,84350,84510,84170,84410,17672
2015-10-30 17:15:00,84410,84780,84270,84580,21976
2015-10-30 17:30:00,84580,84790,84420,84450,18218
2015-10-30 17:45:00,84460,84560,84280,84330,15454
2015-10-30 18:00:00,84330,84480,84300,84450,9944
2015-10-30 18:15:00,84450,84490,84330,84410,10167
2015-10-30 18:30:00,84390,84620,84220,84440,17670
2015-10-30 19:00:00,84520,84990,84490,84810,16021
2015-10-30 19:15:00,84810,85190,84730,84730,17950
2015-10-30 19:30:00,84730,84840,84660,84750,5644
2015-10-30 19:45:00,84770,85000,84700,84960,5870
2015-10-30 20:00:00,84960,85070,84780,84800,8643
2015-10-30 20:15:00,84800,85000,84790,84950,3877
2015-10-30 20:30:00,84960,85130,84870,85010,6896
2015-10-30 20:45:00,85020,85050,84840,84940,5170
2015-10-30 21:00:00,84940,85100,84900,85060,3797
2015-10-30 21:15:00,85060,85170,84750,84800,12541
2015-10-30 21:30:00,84790,84840,84520,84570,6810
2015-10-30 21:45:00,84570,84570,84320,84370,8960
2015-10-30 22:00:00,84370,84420,84180,84290,6920
2015-10-30 22:15:00,84280,84390,84220,84230,3047
2015-10-30 22:30:00,84230,84270,84130,84230,4330
2015-10-30 22:45:00,84220,84410,84090,84100,5939
2015-10-30 23:00:00,84090,84210,84060,84190,4850
2015-10-30 23:15:00,84180,84280,84150,84220,2233
2015-10-30 23:30:00,84220,84270,84160,84170,2771
2015-10-30 23:45:00,84170,84290,84160,84290,2259
2015-11-02 10:00:00,84280,84740,84100,84430,22358
2015-11-02 10:15:00,84420,84480,83820,84040,28836
2015-11-02 10:30:00,84040,84070,83750,83930,16025
2015-11-02 10:45:00,83930,84200,83750,84180,18366
2015-11-02 11:00:00,84190,84430,84070,84380,17892
2015-11-02 11:15:00,84380,84540,84230,84330,23330
2015-11-02 11:30:00,84340,84900,84260,84610,38738
2015-11-02 11:45:00,84600,84840,84460,84840,14452
2015-11-02 12:00:00,84820,84850,84150,84300,25745
2015-11-02 12:15:00,84300,84660,84260,84510,13825
2015-11-02 12:30:00,84490,84830,84450,84790,13836
2015-11-02 12:45:00,84800,84800,84240,84290,14103
2015-11-02 13:00:00,84280,84350,83980,84100,16372
2015-11-02 13:15:00,84080,84380,84080,84300,10742
2015-11-02 13:30:00,84300,84560,84260,84420,10624
2015-11-02 13:45:00,84420,84500,84250,84450,7924
2015-11-02 14:00:00,84450,84890,84420,84780,17404
2015-11-02 14:15:00,84780,84820,84570,84670,9977
2015-11-02 14:30:00,84670,85030,84630,84750,20973
2015-11-02 14:45:00,84750,84850,84600,84640,9406
2015-11-02 15:00:00,84640,84820,84540,84740,8471
2015-11-02 15:15:00,84730,84790,84540,84650,8951
2015-11-02 15:30:00,84630,84710,84220,84320,17311
2015-11-02 15:45:00,84330,84970,84300,84960,19192
2015-11-02 16:00:00,84970,85090,84680,84750,20279
2015-11-02 16:15:00,84750,84880,84620,84720,7981
2015-11-02 16:30:00,84720,84990,84650,84830,13787
2015-11-02 16:45:00,84820,85150,84800,85110,15261
2015-11-02 17:00:00,85110,85120,84890,84990,15824
2015-11-02 17:15:00,84980,85270,84810,84870,26208
2015-11-02 17:30:00,84870,85050,84800,84980,12461
2015-11-02 17:45:00,84990,85130,84920,85080,9598
2015-11-02 18:00:00,85060,85480,84950,85280,27604
2015-11-02 18:15:00,85280,85510,85260,85370,16380
2015-11-02 18:30:00,85360,85560,85360,85460,16078
2015-11-02 19:00:00,85460,85530,85260,85270,9571
2015-11-02 19:15:00,85260,85390,85230,85300,7162
2015-11-02 19:30:00,85310,85490,85250,85340,4796
2015-11-02 19:45:00,85330,85440,85290,85390,2797
2015-11-02 20:00:00,85390,85560,85340,85490,5005
2015-11-02 20:15:00,85500,85770,85480,85720,8737
2015-11-02 20:30:00,85720,85780,85610,85740,5083
2015-11-02 20:45:00,85740,85890,85690,85830,5044
2015-11-02 21:00:00,85840,85930,85640,85670,7031
2015-11-02 21:15:00,85670,85700,85580,85670,3929
2015-11-02 21:30:00,85660,85780,85620,85750,2521
2015-11-02 21:45:00,85750,85780,85620,85680,2510
2015-11-02 22:00:00,85680,85890,85630,85870,4494
2015-11-02 22:15:00,85860,85940,85770,85810,5019
2015-11-02 22:30:00,85800,85820,85720,85800,2573
2015-11-02 22:45:00,85800,85850,85740,85820,2719
2015-11-02 23:00:00,85820,85870,85740,85760,1671
2015-11-02 23:15:00,85760,85940,85740,85900,2816
2015-11-02 23:30:00,85910,86140,85840,86050,8121
2015-11-02 23:45:00,86040,86090,85980,86090,2457
2015-11-03 10:00:00,86000,86060,85430,86040,26625
2015-11-03 10:15:00,86040,86240,85870,85900,27781
2015-11-03 10:30:00,85900,86110,85720,86100,17677
2015-11-03 10:45:00,86100,86520,85920,86400,27346
2015-11-03 11:00:00,86400,86420,86100,86110,21378
2015-11-03 11:15:00,86110,86120,85830,85990,24754
2015-11-03 11:30:00,86000,86290,85940,85950,22383
2015-11-03 11:45:00,85960,86000,85760,85900,13388
2015-11-03 12:00:00,85900,86060,85770,85980,14437
2015-11-03 12:15:00,85980,86130,85740,85990,19210
2015-11-03 12:30:00,86010,86250,85990,86130,14336
2015-11-03 12:45:00,86130,86460,86080,86430,27064
2015-11-03 13:00:00,86430,86740,86350,86720,32262
2015-11-03 13:15:00,86710,87030,86710,87000,27558
2015-11-03 13:30:00,87000,87250,86880,87200,24153
2015-11-03 13:45:00,87200,87330,87080,87240,19010
2015-11-03 14:00:00,87230,87690,87160,87690,28541
2015-11-03 14:15:00,87690,87980,87620,87940,26967
2015-11-03 14:30:00,87950,88090,87740,88020,21867
2015-11-03 14:45:00,88010,88050,87880,87970,12237
2015-11-03 15:00:00,87960,87980,87670,87730,16894
2015-11-03 15:15:00,87730,87770,87620,87710,13633
2015-11-03 15:30:00,87710,87890,87670,87730,9356
2015-11-03 15:45:00,87730,87740,87530,87720,12643
2015-11-03 16:00:00,87720,87730,87510,87710,7407
2015-11-03 16:15:00,87710,87820,87650,87700,9424
2015-11-03 16:30:00,87690,87960,87540,87780,18150
2015-11-03 16:45:00,87770,88040,87590,88030,14677
2015-11-03 17:00:00,88030,88410,88020,88200,33477
2015-11-03 17:15:00,88210,88330,88020,88330,11942
2015-11-03 17:30:00,88320,88460,88040,88410,26039
2015-11-03 17:45:00,88420,88650,88190,88340,27807
2015-11-03 18:00:00,88350,88570,88280,88300,15761
2015-11-03 18:15:00,88290,88860,88280,88780,26420
2015-11-03 18:30:00,88800,88920,88660,88860,19389
2015-11-03 19:00:00,88900,89240,88850,88920,23632
2015-11-03 19:15:00,88930,89070,88650,88880,14798
2015-11-03 19:30:00,88870,89130,88760,89040,8946
2015-11-03 19:45:00,89050,89160,88950,89120,7421
2015-11-03 20:00:00,89120,89180,88980,89110,6605
2015-11-03 20:15:00,89120,89230,89030,89170,4301
2015-11-03 20:30:00,89160,89230,89000,89040,5267
2015-11-03 20:45:00,89060,89650,89030,89610,16542
2015-11-03 21:00:00,89610,89820,89470,89770,14812
2015-11-03 21:15:00,89770,89970,89720,89940,10528
2015-11-03 21:30:00,89940,90000,89720,89760,8980
2015-11-03 21:45:00,89760,89850,89740,89760,5234
2015-11-03 22:00:00,89770,90170,89740,90040,13626
2015-11-03 22:15:00,90030,90120,89870,90070,10452
2015-11-03 22:30:00,90060,90070,89820,89900,5464
2015-11-03 22:45:00,89910,90070,89880,89940,4109
2015-11-03 23:00:00,89940,89950,89700,89820,7167
2015-11-03 23:15:00,89820,89820,89620,89700,5598
2015-11-03 23:30:00,89690,89730,89570,89590,5070
2015-11-03 23:45:00,89590,89680,89510,89550,4806
2015-11-05 10:00:00,89500,89500,88010,88380,62583
2015-11-05 10:15:00,88380,88500,88150,88200,27606
2015-11-05 10:30:00,88200,88420,88070,88250,18050
2015-11-05 10:45:00,88260,88290,88050,88100,16307
2015-11-05 11:00:00,88100,88620,88060,88450,28730
2015-11-05 11:15:00,88450,88570,88340,88500,14040
2015-11-05 11:30:00,88500,88760,88410,88520,18648
2015-11-05 11:45:00,88520,88860,88370,88730,17495
2015-11-05 12:00:00,88730,88960,88610,88620,20628
2015-11-05 12:15:00,88630,89060,88620,89030,13175
2015-11-05 12:30:00,89020,89050,88750,88760,11758
2015-11-05 12:45:00,88750,88790,88460,88480,16894
2015-11-05 13:00:00,88480,88590,88360,88460,17454
2015-11-05 13:15:00,88470,88600,88230,88340,13021
2015-11-05 13:30:00,88340,88590,88230,88440,11817
2015-11-05 13:45:00,88450,88590,88340,88360,8220
2015-11-05 14:00:00,88360,88540,88360,88470,5281
2015-11-05 14:15:00,88470,88750,88420,88680,12780
2015-11-05 14:30:00,88680,88850,88600,88720,10551
2015-11-05 14:45:00,88730,88870,88620,88730,7517
2015-11-05 15:00:00,88720,89040,88530,88550,18649
2015-11-05 15:15:00,88550,88670,88440,88490,16510
2015-11-05 15:30:00,88500,88680,88460,88580,10133
2015-11-05 15:45:00,88570,88720,88380,88650,14723
2015-11-05 16:00:00,88660,88840,88560,88560,12567
2015-11-05 16:15:00,88560,88630,88310,88500,15778
2015-11-05 16:30:00,88490,88610,88160,88310,18227
2015-11-05 16:45:00,88320,88580,88250,88450,15505
2015-11-05 17:00:00,88450,88480,87770,87810,34822
2015-11-05 17:15:00,87810,87900,87730,87830,20874
2015-11-05 17:30:00,87830,87970,87510,87950,29283
2015-11-05 17:45:00,87950,88440,87930,88430,26694
2015-11-05 18:00:00,88430,88520,88080,88120,26024
2015-11-05 18:15:00,88130,88280,87990,88070,22965
2015-11-05 18:30:00,88070,88230,87800,87840,22064
2015-11-05 19:00:00,87950,88170,87810,88160,11256
2015-11-05 19:15:00,88160,88270,88000,88250,10054
2015-11-05 19:30:00,88240,88270,88100,88220,5170
2015-11-05 19:45:00,88220,88340,88140,88320,9302
2015-11-05 20:00:00,88310,88630,88290,88450,15532
2015-11-05 20:15:00,88450,88680,88430,88630,11829
2015-11-05 20:30:00,88650,88790,88630,88660,7943
2015-11-05 20:45:00,88660,88770,88600,88730,4499
2015-11-05 21:00:00,88710,88780,88440,88500,7838
2015-11-05 21:15:00,88490,88580,88370,88390,6541
2015-11-05 21:30:00,88390,88490,88340,88400,4402
2015-11-05 21:45:00,88420,88580,88300,88580,9280
2015-11-05 22:00:00,88590,88660,88400,88460,6908
2015-11-05 22:15:00,88470,88490,88170,88210,11474
2015-11-05 22:30:00,88200,88300,88070,88110,7234
2015-11-05 22:45:00,88110,88160,87980,88070,4628
2015-11-05 23:00:00,88050,88120,88010,88050,2467
2015-11-05 23:15:00,88060,88200,88060,88160,3556
2015-11-05 23:30:00,88160,88180,88000,88110,2593
2015-11-05 23:45:00,88100,88150,88050,88120,1952
2015-11-06 10:00:00,88150,88400,87780,87930,25916
2015-11-06 10:15:00,87920,88090,87590,87600,20913
2015-11-06 10:30:00,87600,87740,87370,87430,23589
2015-11-06 10:45:00,87430,87600,87320,87370,15344
2015-11-06 11:00:00,87380,87690,87300,87520,20725
2015-11-06 11:15:00,87520,87770,87360,87690,20373
2015-11-06 11:30:00,87690,88030,87660,87900,19130
2015-11-06 11:45:00,87890,88120,87820,87910,14330
2015-11-06 12:00:00,87920,87980,87720,87890,15271
2015-11-06 12:15:00,87880,87920,87580,87640,11111
2015-11-06 12:30:00,87650,87650,87220,87340,20695
2015-11-06 12:45:00,87340,87580,87270,87530,15199
2015-11-06 13:00:00,87520,87550,87130,87290,16031
2015-11-06 13:15:00,87290,87540,87180,87390,14903
2015-11-06 13:30:00,87390,87590,87350,87550,9422
2015-11-06 13:45:00,87540,87580,87380,87450,7000
2015-11-06 14:00:00,87450,87560,87360,87410,5760
2015-11-06 14:15:00,87400,87540,87370,87480,4599
2015-11-06 14:30:00,87490,87570,87430,87470,3799
2015-11-06 14:45:00,87450,87560,87430,87470,4374
2015-11-06 15:00:00,87470,87510,87240,87290,6948
2015-11-06 15:15:00,87280,87300,87100,87180,11689
2015-11-06 15:30:00,87170,87370,87140,87260,5867
2015-11-06 15:45:00,87260,87420,87220,87410,6453
2015-11-06 16:00:00,87410,87560,87350,87460,8721
2015-11-06 16:15:00,87450,87560,87300,87300,8522
2015-11-06 16:30:00,87310,87310,86410,86410,86516
2015-11-06 16:45:00,86430,86720,86130,86200,36005
2015-11-06 17:00:00,86200,86470,86080,86440,20376
2015-11-06 17:15:00,86440,86450,86060,86260,16383
2015-11-06 17:30:00,86270,86470,86100,86240,22990
2015-11-06 17:45:00,86230,86320,85640,85660,36556
2015-11-06 18:00:00,85660,85700,85130,85250,45693
2015-11-06 18:15:00,85250,85250,84960,85060,32451
2015-11-06 18:30:00,85060,85460,84920,85410,28021
2015-11-06 19:00:00,85440,85670,85420,85610,12074
2015-11-06 19:15:00,85600,85630,85340,85560,11459
2015-11-06 19:30:00,85570,85860,85430,85710,13830
2015-11-06 19:45:00,85710,85820,85640,85760,5912
2015-11-06 20:00:00,85760,85860,85670,85790,5290
2015-11-06 20:15:00,85800,85850,85580,85630,5628
2015-11-06 20:30:00,85630,85680,85560,85670,3419
2015-11-06 20:45:00,85660,85850,85640,85850,4725
2015-11-06 21:00:00,85850,85940,85750,85870,6951
2015-11-06 21:15:00,85870,85910,85760,85870,4209
2015-11-06 21:30:00,85850,85890,85800,85820,3049
2015-11-06 21:45:00,85820,85900,85800,85850,2455
2015-11-06 22:00:00,85860,86070,85850,85970,7382
2015-11-06 22:15:00,85980,86010,85800,85890,6675
2015-11-06 22:30:00,85880,85960,85780,85810,2547
2015-11-06 22:45:00,85820,85840,85770,85820,1758
2015-11-06 23:00:00,85820,85920,85790,85850,2130
2015-11-06 23:15:00,85850,85870,85780,85810,2178
2015-11-06 23:30:00,85820,85850,85670,85780,6044
2015-11-06 23:45:00,85770,85840,85710,85800,2233
2015-11-09 10:00:00,85820,86040,85470,85650,23074
2015-11-09 10:15:00,85650,85890,85430,85450,17493
2015-11-09 10:30:00,85450,85560,85250,85510,15223
2015-11-09 10:45:00,85500,85850,85420,85750,13486
2015-11-09 11:00:00,85750,85840,85550,85620,13930
2015-11-09 11:15:00,85610,85900,85490,85880,10632
2015-11-09 11:30:00,85880,86290,85710,86230,26763
2015-11-09 11:45:00,86240,86290,86080,86190,15269
2015-11-09 12:00:00,86190,86220,86010,86070,11739
2015-11-09 12:15:00,86090,86450,85900,86370,23161
2015-11-09 12:30:00,86380,86400,85860,85860,13021
2015-11-09 12:45:00,85870,86180,85860,86120,7896
2015-11-09 13:00:00,86120,86180,85820,85840,9101
2015-11-09 13:15:00,85830,85910,85530,85560,13074
2015-11-09 13:30:00,85560,85620,85410,85470,12202
2015-11-09 13:45:00,85470,85580,85260,85350,11602
2015-11-09 14:00:00,85340,85460,85340,85430,5186
2015-11-09 14:15:00,85430,85680,85410,85630,8894
2015-11-09 14:30:00,85630,85960,85580,85910,14016
2015-11-09 14:45:00,85910,86300,85850,86300,21302
2015-11-09 15:00:00,86290,86430,86200,86300,19341
2015-11-09 15:15:00,86310,86410,86080,86130,13622
2015-11-09 15:30:00,86130,86260,86120,86200,6191
2015-11-09 15:45:00,86200,86440,86150,86310,14420
2015-11-09 16:00:00,86300,86390,86000,86030,13646
2015-11-09 16:15:00,86020,86190,85970,86100,8621
2015-11-09 16:30:00,86100,86130,85780,85950,12933
2015-11-09 16:45:00,85950,86000,85560,85590,17679
2015-11-09 17:00:00,85590,85860,85560,85850,11389
2015-11-09 17:15:00,85850,85930,85540,85600,12470
2015-11-09 17:30:00,85600,85800,85350,85380,23392
2015-11-09 17:45:00,85360,85540,85130,85140,26344
2015-11-09 18:00:00,85140,85210,84840,85110,34065
2015-11-09 18:15:00,85100,85230,84960,85060,19196
2015-11-09 18:30:00,85050,85380,84940,85370,17072
2015-11-09 19:00:00,85370,85480,84960,85020,13572
2015-11-09 19:15:00,85020,85070,84740,84770,16119
2015-11-09 19:30:00,84780,84940,84730,84860,7489
2015-11-09 19:45:00,84860,84970,84800,84920,4854
2015-11-09 20:00:00,84920,84980,84820,84870,4782
2015-11-09 20:15:00,84880,84940,84660,84730,6419
2015-11-09 20:30:00,84730,84870,84610,84820,7596
2015-11-09 20:45:00,84830,84830,84690,84800,4849
2015-11-09 21:00:00,84790,84950,84710,84730,6782
2015-11-09 21:15:00,84720,84780,84500,84720,9680
2015-11-09 21:30:00,84720,84810,84600,84800,4738
2015-11-09 21:45:00,84790,84820,84700,84730,4384
2015-11-09 22:00:00,84730,84920,84670,84840,5505
2015-11-09 22:15:00,84830,84870,84720,84840,4616
2015-11-09 22:30:00,84840,84900,84750,84760,2356
2015-11-09 22:45:00,84780,84790,84590,84620,4914
2015-11-09 23:00:00,84620,84650,84530,84620,3579
2015-11-09 23:15:00,84610,84720,84460,84690,5132
2015-11-09 23:30:00,84690,84840,84650,84790,5145
2015-11-09 23:45:00,84790,84870,84760,84790,2084
2015-11-10 10:00:00,84880,85220,84840,85140,24422
2015-11-10 10:15:00,85150,85430,85130,85180,18344
2015-11-10 10:30:00,85170,85340,85080,85190,9268
2015-11-10 10:45:00,85190,85390,85080,85110,11514
2015-11-10 11:00:00,85100,85420,85030,85210,20334
2015-11-10 11:15:00,85210,85320,84970,85240,15829
2015-11-10 11:30:00,85260,85390,85140,85340,9467
2015-11-10 11:45:00,85350,85380,85080,85150,11700
2015-11-10 12:00:00,85150,85340,84920,85040,14664
2015-11-10 12:15:00,85050,85050,84720,84770,16973
2015-11-10 12:30:00,84780,84920,84630,84650,14451
2015-11-10 12:45:00,84650,84790,84600,84620,10025
2015-11-10 13:00:00,84620,84890,84570,84880,11052
2015-11-10 13:15:00,84870,84990,84810,84960,7292
2015-11-10 13:30:00,84970,85090,84900,85030,11908
2015-11-10 13:45:00,85030,85070,84880,84930,5996
2015-11-10 14:00:00,84920,84920,84750,84780,5421
2015-11-10 14:15:00,84780,84800,84670,84730,6946
2015-11-10 14:30:00,84730,84970,84730,84870,6637
2015-11-10 14:45:00,84880,85040,84810,84980,8853
2015-11-10 15:00:00,84980,85020,84830,84920,5641
2015-11-10 15:15:00,84910,85550,84900,85490,29821
2015-11-10 15:30:00,85490,85900,85460,85770,31020
2015-11-10 15:45:00,85770,85830,85510,85560,19054
2015-11-10 16:00:00,85570,85790,85560,85640,11709
2015-11-10 16:15:00,85650,85890,85600,85730,20701
2015-11-10 16:30:00,85740,85760,85410,85440,17275
2015-11-10 16:45:00,85440,85520,85260,85340,18126
2015-11-10 17:00:00,85330,85490,85130,85170,20468
2015-11-10 17:15:00,85160,85480,85090,85400,18321
2015-11-10 17:30:00,85400,85670,85220,85290,28131
2015-11-10 17:45:00,85290,85820,85120,85730,32402
2015-11-10 18:00:00,85740,86120,85680,85750,39645
2015-11-10 18:15:00,85740,85760,85360,85440,19983
2015-11-10 18:30:00,85430,85440,85240,85290,17173
2015-11-10 19:00:00,85470,85570,84950,85180,17785
2015-11-10 19:15:00,85170,85240,84920,84980,13231
2015-11-10 19:30:00,84970,85150,84840,85120,8393
2015-11-10 19:45:00,85120,85170,84990,85080,4673
2015-11-10 20:00:00,85080,85320,85060,85260,6069
2015-11-10 20:15:00,85260,85300,85150,85230,3576
2015-11-10 20:30:00,85220,85260,84850,84850,7479
2015-11-10 20:45:00,84870,84960,84750,84860,7361
2015-11-10 21:00:00,84850,84850,84470,84620,14086
2015-11-10 21:15:00,84620,84740,84520,84710,6217
2015-11-10 21:30:00,84720,84830,84670,84770,4153
2015-11-10 21:45:00,84770,85080,84760,84960,8086
2015-11-10 22:00:00,84970,85060,84850,84930,5702
2015-11-10 22:15:00,84920,84950,84710,84840,5557
2015-11-10 22:30:00,84840,84960,84780,84920,3538
2015-11-10 22:45:00,84920,85010,84830,84840,2982
2015-11-10 23:00:00,84840,84970,84820,84920,2638
2015-11-10 23:15:00,84940,84950,84800,84840,2003
2015-11-10 23:30:00,84850,85020,84840,84990,3344
2015-11-10 23:45:00,84990,85030,84900,84900,1982
2015-11-11 10:00:00,84940,85160,84710,85010,21702
2015-11-11 10:15:00,85010,85080,84850,84950,8644
2015-11-11 10:30:00,84950,85020,84770,84770,11517
2015-11-11 10:45:00,84770,85200,84730,85040,19965
2015-11-11 11:00:00,85040,85050,84760,84820,12374
2015-11-11 11:15:00,84820,85100,84750,84860,16389
2015-11-11 11:30:00,84860,84990,84770,84850,7277
2015-11-11 11:45:00,84860,85070,84850,85070,8008
2015-11-11 12:00:00,85060,85320,85060,85310,15988
2015-11-11 12:15:00,85310,85480,85310,85360,15252
